-60.0, -60.0, 0.0, Left Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
10.0, -60.0, -20.0, Right Cerebellum, Anterior Lobe, Fastigium, Gray Matter, *,
10.0, -60.0, -10.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
10.0, -60.0, 0.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, Gray Matter, Brodmann area 19,
10.0, -60.0, 10.0, Right Cerebrum, Limbic Lobe, Posterior Cingulate, White Matter, *,
10.0, -60.0, 20.0, Right Cerebrum, Occipital Lobe, Precuneus, White Matter, *,
10.0, -60.0, 30.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
10.0, -60.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
10.0, -60.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, *, *,
10.0, -60.0, 60.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
10.0, -50.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
10.0, -50.0, -30.0, Right Cerebellum, Anterior Lobe, Nodule, Gray Matter, *,
10.0, -50.0, -20.0, Right Cerebellum, Anterior Lobe, Fastigium, Gray Matter, *,
10.0, -50.0, -10.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
10.0, -50.0, 0.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
10.0, -50.0, 10.0, Right Cerebrum, Limbic Lobe, Posterior Cingulate, White Matter, *,
10.0, -50.0, 20.0, Right Cerebrum, Limbic Lobe, Posterior Cingulate, White Matter, *,
10.0, -50.0, 30.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
10.0, -50.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
10.0, -50.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
10.0, -50.0, 60.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
10.0, -40.0, -30.0, Right Brainstem, Pons, *, *, *,
10.0, -40.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
10.0, -40.0, -10.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
10.0, -40.0, 0.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, Gray Matter, Brodmann area 30,
10.0, -40.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, Corpus Callosum,
10.0, -40.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, Corpus Callosum,
10.0, -40.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, -40.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, -40.0, 50.0, Right Cerebrum, Frontal Lobe, Paracentral Lobule, *, *,
10.0, -40.0, 60.0, Right Cerebrum, Frontal Lobe, Paracentral Lobule, White Matter, *,
10.0, -30.0, -30.0, Right Brainstem, Pons, *, *, *,
10.0, -30.0, -20.0, Right Brainstem, Pons, *, *, *,
10.0, -30.0, -10.0, Right Brainstem, Midbrain, *, *, *,
10.0, -30.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
10.0, -30.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, Corpus Callosum,
10.0, -30.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, -30.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, -30.0, 50.0, Right Cerebrum, Frontal Lobe, Paracentral Lobule, White Matter, *,
10.0, -30.0, 60.0, Right Cerebrum, Frontal Lobe, Paracentral Lobule, White Matter, *,
10.0, -20.0, -30.0, Right Brainstem, Pons, *, *, *,
10.0, -20.0, -20.0, Right Brainstem, Pons, *, *, *,
10.0, -20.0, -10.0, Right Brainstem, Midbrain, *, Gray Matter, Substania Nigra,
10.0, -20.0, 0.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, Mammillary Body,
10.0, -20.0, 10.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, Medial Dorsal Nucleus,
10.0, -20.0, 20.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
10.0, -20.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, -20.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, *, *,
10.0, -20.0, 50.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, -20.0, 60.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, -10.0, -10.0, Right Brainstem, Midbrain, *, *, *,
10.0, -10.0, 0.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, *,
10.0, -10.0, 10.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, Ventral Lateral Nucleus,
10.0, -10.0, 20.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
10.0, -10.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, -10.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, Gray Matter, Brodmann area 24,
10.0, -10.0, 50.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 6,
10.0, -10.0, 60.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 6,
10.0, 0.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
10.0, 0.0, 0.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, Medial Globus Pallidus,
10.0, 0.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
10.0, 0.0, 20.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
10.0, 0.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, 0.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, 0.0, 50.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 0.0, 60.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 10.0, -10.0, Right Cerebrum, Sub-lobar, *, Gray Matter, *,
10.0, 10.0, 0.0, Right Cerebrum, Sub-lobar, Caudate, Gray Matter, Caudate Head,
10.0, 10.0, 10.0, Right Cerebrum, Sub-lobar, Caudate, Gray Matter, Caudate Body,
10.0, 10.0, 20.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
10.0, 10.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, 10.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, 10.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 6,
10.0, 10.0, 60.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
10.0, 20.0, -20.0, Right Cerebrum, Frontal Lobe, Rectal Gyrus, White Matter, *,
10.0, 20.0, -10.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
10.0, 20.0, 0.0, Right Cerebrum, Sub-lobar, Caudate, Gray Matter, Caudate Head,
10.0, 20.0, 10.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
10.0, 20.0, 20.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
10.0, 20.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
10.0, 20.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, Gray Matter, Brodmann area 32,
10.0, 20.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
10.0, 20.0, 60.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 6,
10.0, 30.0, -20.0, Right Cerebrum, Frontal Lobe, Rectal Gyrus, White Matter, *,
10.0, 30.0, -10.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
10.0, 30.0, 0.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, Corpus Callosum,
10.0, 30.0, 10.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
10.0, 30.0, 20.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
10.0, 30.0, 30.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 30.0, 40.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 8,
10.0, 30.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
10.0, 40.0, -30.0, Right Cerebrum, Frontal Lobe, Orbital Gyrus, Gray Matter, Brodmann area 11,
10.0, 40.0, -20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
10.0, 40.0, -10.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 40.0, 0.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
10.0, 40.0, 10.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, Gray Matter, Brodmann area 32,
10.0, 40.0, 20.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 9,
10.0, 40.0, 30.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 40.0, 40.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 40.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
10.0, 50.0, -20.0, Right Cerebrum, Frontal Lobe, Orbital Gyrus, Gray Matter, Brodmann area 11,
10.0, 50.0, -10.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 50.0, 0.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 10,
10.0, 50.0, 10.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 50.0, 20.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 50.0, 30.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
10.0, 50.0, 40.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
10.0, 60.0, -20.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 11,
10.0, 60.0, -10.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
10.0, 60.0, 0.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 60.0, 10.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
10.0, 60.0, 20.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
10.0, 60.0, 30.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 9,
20.0, -80.0, -30.0, Right Cerebellum, Posterior Lobe, Pyramis, Gray Matter, *,
20.0, -80.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
20.0, -80.0, -10.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, White Matter, *,
20.0, -80.0, 0.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, White Matter, *,
20.0, -80.0, 10.0, Right Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 17,
20.0, -80.0, 20.0, Right Cerebrum, Occipital Lobe, Cuneus, White Matter, *,
20.0, -80.0, 30.0, Right Cerebrum, Occipital Lobe, Cuneus, *, *,
20.0, -80.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 19,
20.0, -70.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
20.0, -70.0, -30.0, Right Cerebellum, Posterior Lobe, Pyramis, Gray Matter, *,
20.0, -70.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
20.0, -70.0, -10.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, *, *,
20.0, -70.0, 0.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, White Matter, *,
20.0, -70.0, 10.0, Right Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 30,
20.0, -70.0, 20.0, Right Cerebrum, Occipital Lobe, Precuneus, Gray Matter, Brodmann area 31,
20.0, -70.0, 30.0, Right Cerebrum, Parietal Lobe, Cuneus, White Matter, *,
20.0, -70.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
20.0, -70.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
20.0, -60.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
20.0, -60.0, -30.0, Right Cerebellum, Posterior Lobe, Pyramis, Gray Matter, *,
20.0, -60.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
20.0, -60.0, -10.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
20.0, -60.0, 0.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, White Matter, *,
20.0, -60.0, 10.0, Right Cerebrum, Limbic Lobe, Posterior Cingulate, White Matter, *,
20.0, -60.0, 20.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
20.0, -60.0, 30.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
20.0, -60.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
20.0, -60.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
20.0, -60.0, 60.0, Right Cerebrum, Parietal Lobe, Superior Parietal Lobule, Gray Matter, Brodmann area 7,
20.0, -50.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
20.0, -50.0, -30.0, Right Cerebellum, Anterior Lobe, *, Gray Matter, *,
20.0, -50.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
20.0, -50.0, -10.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
20.0, -50.0, 0.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, White Matter, *,
20.0, -50.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, -50.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, -50.0, 30.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
20.0, -50.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
20.0, -50.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
20.0, -50.0, 60.0, Right Cerebrum, Parietal Lobe, Superior Parietal Lobule, Gray Matter, Brodmann area 7,
20.0, -40.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
20.0, -40.0, -30.0, Right Brainstem, Pons, *, *, *,
20.0, -40.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
20.0, -40.0, -10.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
20.0, -40.0, 0.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
20.0, -40.0, 10.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
20.0, -40.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, -40.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, Gray Matter, Brodmann area 31,
20.0, -40.0, 40.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, -40.0, 50.0, Right Cerebrum, Frontal Lobe, Paracentral Lobule, Gray Matter, Brodmann area 5,
20.0, -40.0, 60.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
20.0, -30.0, -30.0, Right Brainstem, Pons, *, *, *,
20.0, -30.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
20.0, -30.0, -10.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, Gray Matter, Brodmann area 35,
20.0, -30.0, 0.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, *,
20.0, -30.0, 10.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, Pulvinar,
20.0, -30.0, 20.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
20.0, -30.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
20.0, -30.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, Gray Matter, Brodmann area 31,
20.0, -30.0, 50.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, -30.0, 60.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 3,
20.0, -20.0, -10.0, Right Brainstem, Midbrain, *, *, *,
20.0, -20.0, 0.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, *,
20.0, -20.0, 10.0, Right Cerebrum, Sub-lobar, Thalamus, Gray Matter, Lateral Posterior Nucleus,
20.0, -20.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, -20.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, -20.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
20.0, -20.0, 50.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, -20.0, 60.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, -10.0, -30.0, Right Cerebrum, Limbic Lobe, Uncus, Gray Matter, Brodmann area 28,
20.0, -10.0, -20.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, Gray Matter, Brodmann area 28,
20.0, -10.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, -10.0, 0.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Lateral Globus Pallidus,
20.0, -10.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, -10.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, -10.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, -10.0, 40.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
20.0, -10.0, 50.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, -10.0, 60.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 6,
20.0, 0.0, -30.0, Right Cerebrum, Limbic Lobe, Uncus, Gray Matter, Brodmann area 36,
20.0, 0.0, -20.0, Right Cerebrum, Limbic Lobe, Uncus, White Matter, *,
20.0, 0.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, 0.0, 0.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Lateral Globus Pallidus,
20.0, 0.0, 10.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Putamen,
20.0, 0.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, 0.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
20.0, 0.0, 40.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 0.0, 50.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
20.0, 0.0, 60.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
20.0, 10.0, -10.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Putamen,
20.0, 10.0, 0.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Putamen,
20.0, 10.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, 10.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, 10.0, 30.0, Right Cerebrum, Limbic Lobe, Cingulate Gyrus, White Matter, *,
20.0, 10.0, 40.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 10.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 10.0, 60.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
20.0, 20.0, -20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 47,
20.0, 20.0, -10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 20.0, 0.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, 20.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
20.0, 20.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 20.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 20.0, 40.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 20.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 20.0, 60.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 6,
20.0, 30.0, -20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
20.0, 30.0, -10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 30.0, 0.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 30.0, 10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 30.0, 20.0, Right Cerebrum, Limbic Lobe, Anterior Cingulate, White Matter, *,
20.0, 30.0, 30.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
20.0, 30.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
20.0, 30.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
20.0, 40.0, -20.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, *, *,
20.0, 40.0, -10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 40.0, 0.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 40.0, 10.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, Gray Matter, Brodmann area 10,
20.0, 40.0, 20.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
20.0, 40.0, 30.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 9,
20.0, 40.0, 40.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 40.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, *, *,
20.0, 50.0, -20.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 11,
20.0, 50.0, -10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
20.0, 50.0, 0.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 50.0, 10.0, Right Cerebrum, Frontal Lobe, Medial Frontal Gyrus, White Matter, *,
20.0, 50.0, 20.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 50.0, 30.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 50.0, 40.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, *, *,
20.0, 60.0, -20.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 11,
20.0, 60.0, -10.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 60.0, 0.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 60.0, 10.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
20.0, 60.0, 20.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 10,
30.0, -80.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
30.0, -80.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
30.0, -80.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
30.0, -80.0, -10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, White Matter, *,
30.0, -80.0, 0.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, White Matter, *,
30.0, -80.0, 10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, White Matter, *,
30.0, -80.0, 20.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, Gray Matter, Brodmann area 19,
30.0, -80.0, 30.0, Right Cerebrum, Occipital Lobe, Cuneus, Gray Matter, Brodmann area 19,
30.0, -80.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 19,
30.0, -70.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
30.0, -70.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
30.0, -70.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
30.0, -70.0, -10.0, Right Cerebrum, Occipital Lobe, Lingual Gyrus, Gray Matter, Brodmann area 18,
30.0, -70.0, 0.0, Right Cerebrum, Occipital Lobe, Sub-Gyral, White Matter, *,
30.0, -70.0, 10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
30.0, -70.0, 20.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
30.0, -70.0, 30.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -70.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 19,
30.0, -70.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, *, *,
30.0, -60.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
30.0, -60.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
30.0, -60.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
30.0, -60.0, -10.0, Right Cerebrum, Occipital Lobe, Fusiform Gyrus, White Matter, *,
